15/05/2020 5:46:21 AM,UNIT 10027
15/05/2020 5:46:21 AM,333 CHAL 73952F1C
15/05/2020 5:46:22 AM,RESP BD4307D1
15/05/2020 5:46:22 AM,230 Auth OK
15/05/2020 5:46:24 AM,TIME
15/05/2020 5:46:24 AM,211 TIME 1589521584
15/05/2020 5:46:25 AM,OTA 5.0.0.54
15/05/2020 5:46:25 AM,254 Firmware is current
15/05/2020 5:46:25 AM,EVCOUNT 4
15/05/2020 5:46:25 AM,252 Event OK
15/05/2020 5:46:26 AM,DRIVER 0
15/05/2020 5:46:26 AM,213 Driver update complete
15/05/2020 5:46:26 AM,EVENT 1013 6 0/0/0/0/0 DEBUG Trip CRC invalid v:255
15/05/2020 5:46:26 AM,252 Event OK
15/05/2020 5:46:28 AM,EVENT 1014 20 0/0/0/24/0 DEBUG Testing Comms v:255
15/05/2020 5:46:28 AM,252 Event OK
15/05/2020 5:46:28 AM,EVENT 1015 27 0/0/0/24/0 DEBUG Testing Comms v:255
15/05/2020 5:46:28 AM,252 Event OK
15/05/2020 5:46:29 AM,EVENT 1016 27 0/0/0/24/0 SWSTART OpusFC 5.0.0.54 R v:255
15/05/2020 5:46:29 AM,252 Event OK
15/05/2020 5:46:30 AM,QUIT
15/05/2020 5:46:30 AM,221 Session ended - goodbye
15/05/2020 5:46:41 AM,UNIT 10027
15/05/2020 5:46:41 AM,333 CHAL 7167CF0
15/05/2020 5:46:42 AM,RESP 38DD1C46
15/05/2020 5:46:42 AM,230 Auth OK
15/05/2020 5:46:42 AM,EVCOUNT 2
15/05/2020 5:46:42 AM,252 Event OK
15/05/2020 5:46:43 AM,DRIVER 0
15/05/2020 5:46:43 AM,213 Driver update complete
15/05/2020 5:46:44 AM,TODO
15/05/2020 5:46:44 AM,125 TODO GETXML 240 DisplayMessaging 
125 TODO GETXML 240 SERVICE 
125 TODO GETXML 2000 CHECKLIST 
125 TODO GETXML 240 OosFile 
125 TODO CONFIG
125 TODO GETXML 2000 Operators 
225 Work list complete
15/05/2020 5:46:44 AM,GETXML
15/05/2020 5:46:44 AM,Binary data 83 bytes
15/05/2020 5:46:45 AM,GOT Service 39 6294D47D
15/05/2020 5:46:45 AM,250 Download OK
